ENS_ID,Endophyte_Name,Endophyte_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID
ENS00149,Aspergillus sp. Vmt1,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KY350849,NA
ENS00150,Aspergillus sp. 085242,Endophytic Fungus,1340173,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KC816018.1,NA
ENS00151,Aspergillus sp. 16-5B,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KP059102,NA
ENS00152,Aspergillus sp. 16-5C,Endophytic Fungus,1284283,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,JX993829,NA
ENS00153,Aspergillus sp. AP5,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN519725,NA
ENS00154,Aspergillus sp. ASCLA,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH665645.1,NA
ENS00155,Aspergillus sp. CM9a,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00156,Aspergillus sp. CPCC 400735,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MF576131,NA
ENS00157,Aspergillus sp. EJC08,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00158,Aspergillus sp. FT1307,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MW774248,NA
ENS00159,Aspergillus sp. GXNU-Y45,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MT626059,NA
ENS00160,Aspergillus sp. GZWMJZ-055,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KY038594,NA
ENS00161,Aspergillus sp. GZWMJZ-258,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH806686,NA
ENS00162,Aspergillus sp. HDZK-BYF21,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,KC907367
ENS00163,Aspergillus sp. IFB-YXS,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00164,Aspergillus sp. isolate 658,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,OL545267,NA
ENS00165,Aspergillus sp. J215,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00166,Aspergillus sp. MBL1612,Endophytic Fungus,1562343,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MK050581,NA
ENS00167,Aspergillus sp. N830,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH814638.1,NA
ENS00168,Aspergillus sp. SK-28,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN428770,NA
ENS00169,Aspergillus sp. TJ23,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KY346978,NA
ENS00170,Aspergillus sp. TRL1,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00171,Aspergillus sp. XJA6,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MK736352,NA
ENS00172,Aspergillus sp. xy02,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MG798655,NA
ENS00173,Aspergillus sp. YJ191021,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00174,Aspergillus sp. YXf3,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00175,Aspergillus sp. ZJ-68,Endophytic Fungus,5065,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MK629267,NA
ENS00176,Aspergillus sydowii #2B,Endophytic Fungus,75750,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN784418,NA
ENS00177,Aspergillus tamarii,Endophytic Fungus,41984,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH094278,NA
ENS00178,Aspergillus tamarii FR02,Endophytic Fungus,41984,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00179,Aspergillus tennesseensis 1022LEF,Endophytic Fungus,1220210,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MW898422,NA
ENS00180,Aspergillus tennesseensis strain OUCMB I 140430,Endophytic Fungus,1220210,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH785494,NA
ENS00181,Aspergillus terreus,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00182,Aspergillus terreus AM2,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MW444551.1,NA
ENS00183,Aspergillus terreus C23-3,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MG707631.1,NA
ENS00184,Aspergillus terreus EN-539,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KX641491,NA
ENS00185,Aspergillus terreus F7,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KF554491,NA
ENS00186,Aspergillus terreus GMEF1,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00187,Aspergillus terreus H010,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KU594266,NA
ENS00188,Aspergillus terreus isolate DMY6_ITS1,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN832994,NA
ENS00189,Aspergillus terreus isolate MS3,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH156195,NA
ENS00190,Aspergillus terreus JAS-2,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00191,Aspergillus terreus No. GX7-3B,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KC461499,NA
ENS00192,Aspergillus terreus PR-P-2,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KP260560,NA
ENS00193,Aspergillus terreus strain WM 11.929,Endophytic Fungus,33178,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KP131622,NA
ENS00194,Aspergillus tubingensis R43,Endophytic Fungus,5068,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KJ476743,NA
ENS00195,Aspergillus tubingensis FJBJ11,Endophytic Fungus,5068,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KP196359,NA
ENS00196,Aspergillus tubingensis S1120,Endophytic Fungus,5068,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00197,Aspergillus tubingensis strain AN103,Endophytic Fungus,5068,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KR184138,NA
ENS00198,Aspergillus ustus TK-5,Endophytic Fungus,40382,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MG596977,NA
ENS00199,Aspergillus versicolor,Endophytic Fungus,46472,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00200,Aspergillus versicolor OUCMDZ-2738,Endophytic Fungus,46472,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MH150818,NA
ENS00201,Aspergillus versicolor strain XWF32-16,Endophytic Fungus,46472,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN310533.1,NA
ENS00202,Aspergillus versicolor SYSU-SKS025,Endophytic Fungus,46472,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KY908464.1,NA
ENS00203,Aspergillus versicolor Y10,Endophytic Fungus,46472,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KF381083,NA
ENS00204,Aspergillus versicolor YNCA1266,Endophytic Fungus,46472,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KJ801852,NA
ENS00205,Aspergillus wentii EN-48,Endophytic Fungus,5066,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,HM014129,NA
ENS00206,Aurapex penicillata strain CR1207B,Endophytic Fungus,224451,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Aurapex,JQ864529,NA
ENS00207,Bacillus amyloliquefaciens BmB 1,Endophytic Bacteria,1390,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,KF879305
ENS00208,Bacillus amyloliquefaciens C5,Endophytic Bacteria,1390,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MG655187,NA
ENS00209,Bacillus amyloliquefaciens CFFSUR-B35,Endophytic Bacteria,1390,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MW377567,NA
ENS00210,Bacillus amyloliquefaciens strain RaSh1,Endophytic Bacteria,1390,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MZ945930,NA
ENS00211,Bacillus amyloliquefaciens YN201732,Endophytic Bacteria,1390,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA
ENS00212,Bacillus atrophaeus strain G050,Endophytic Bacteria,1452,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,KY127353,NA
ENS00213,Bacillus cereus strain ChST,Endophytic Bacteria,1396,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,JF935135.1,NA
ENS00214,Bacillus cereus strain DFT-7,Endophytic Bacteria,1396,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,KY750691.1,NA
ENS00215,Bacillus halotolerans Cal.l.30,Endophytic Bacteria,260554,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MW273438.1,NA
ENS00216,Bacillus halotolerans JZ7,Endophytic Bacteria,260554,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MH512910,NA
ENS00217,Bacillus pumilus CFFSUR-B34,Endophytic Bacteria,1408,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MW377566,NA
ENS00218,Bacillus safensis strain B21,Endophytic Bacteria,561879,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MK499471,NA
ENS00219,Bacillus sp. BmB 9,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,KP257289
ENS00220,Bacillus sp. CaB 5,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,FN645734
ENS00221,Bacillus sp. CPC3,Endophytic Bacteria,1097370,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,JN700911.1,NA
ENS00222,Bacillus sp. K1,Endophytic Bacteria,745774,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,CP093546,NA
ENS00223,Bacillus sp. KL5,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MW440687,NA
ENS00224,Bacillus sp. RAR_M1_44,Endophytic Bacteria,2876776,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OK649238,NA
ENS00225,Bacillus sp. strain AS_3,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MZ976848,NA
ENS00226,Bacillus sp. strain AS_4,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MZ976849,NA
ENS00227,Bacillus sp. strain AS_5,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MZ976850,NA
ENS00228,Bacillus sp. strain KS1K7,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OK266898,NA
ENS00229,Bacillus sp. strain MHSD14,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MN078166,NA
ENS00230,Bacillus sp. strain MHSD28,Endophytic Bacteria,1409,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MN029053,NA
ENS00231,Bacillus subtilis 4NP-BL,Endophytic Bacteria,1423,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MT447880,NA
ENS00232,Bacillus subtilis CFFSUR-B31,Endophytic Bacteria,1423,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MW377564,NA
ENS00233,Bacillus subtilis PXJ-5,Endophytic Bacteria,1423,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,JQ956522.1,NA
ENS00234,Bacillus thuringiensis,Endophytic Bacteria,1428,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OM320575,NA
ENS00235,Bacillus vallismortis ZZ185,Endophytic Bacteria,72361,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,FJ947003.1,NA
ENS00236,Bacillus velezensis Ea73,Endophytic Bacteria,492670,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MZ540895,NA
ENS00237,Bacillus velezensis JRX-YG39,Endophytic Bacteria,492670,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,ON413871,NA
ENS00238,Bacillus velezensis LHSB1,Endophytic Bacteria,492670,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MN044879,NA
ENS00239,Bacillus velezensis strain RaSh2,Endophytic Bacteria,492670,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MZ945929,NA
ENS00240,Bacillus velezensis TEB1,Endophytic Bacteria,492670,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA
ENS00241,Bacillus wiedmannii Com1,Endophytic Bacteria,1890302,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,MK240535,NA
ENS00242,Berkleasmium sp. Dzf12,Endophytic Fungus,513168,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Berkleasmium,EU543255,NA
ENS00243,Bionectria sp. Y1085,Endophytic Fungus,2213019,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,MH429795.1,NA
ENS00244,Bipolaris eleusines,Endophytic Fungus,91366,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,KY909768.1
ENS00245,Bipolaris setariae,Endophytic Fungus,74419,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,KP722593,NA
ENS00246,Bipolaris sorokiniana A606,Endophytic Fungus,45130,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,KF494823,NA
ENS00247,Bipolaris sorokiniana CMON28,Endophytic Fungus,45130,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,JQ753978,NA
ENS00248,Bipolaris sorokiniana LK12,Endophytic Fungus,45130,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,NA
ENS00249,Bipolaris sp.,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,NA
ENS00250,Bipolaris sp. APS1,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,MH102384.1,NA
ENS00251,Bipolaris sp. DM-13,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,LC459402,NA
ENS00252,Bipolaris sp. MU34,Endophytic Fungus,1317098,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,AB813872,NA
ENS00253,Bipolaris sp. strain COC1,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,HE861842
ENS00254,Bipolaris sp. TJ403-B1,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,MH545913,NA
ENS00255,Bipolaris sp. WT-9,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,MK931294,NA
ENS00256,Bipolaris victoriae S27,Endophytic Fungus,40125,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,MN856279.1,NA
ENS00257,Botryodiplodia theobromae,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00258,Botryosphaeria dothidea KJ-1,Endophytic Fungus,55169,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,NA,NA
ENS00259,Botryosphaeria dothidea VP53,Endophytic Fungus,55169,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,NA,NA
ENS00260,Botryosphaeria dothidea X-4,Endophytic Fungus,55169,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,NA,HQ416954
ENS00261,Botryosphaeria fabicerciana MGN23-3,Endophytic Fungus,1250541,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,MK290397,NA
ENS00262,Botryosphaeria ramosa L29,Endophytic Fungus,483999,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,MK370738,NA
ENS00263,Botryosphaeria rhodina,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00264,Botryosphaeria sp. P483,Endophytic Fungus,1820283,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,KT213569,NA
ENS00265,Botryosphaeria sp. SCSIO KcF6,Endophytic Fungus,1869280,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,KM246294,NA
ENS00266,Botryosphaeriaceae sp. strain BCC 54265,Endophytic Fungus,1769346,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,No Rank at Level Genus,MF004417,NA
ENS00267,Burkholderia cenocepacia strain ETR-B22,Endophytic Bacteria,95486,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,MT708133,NA
ENS00268,Burkholderia sp. GE 17,Endophytic Bacteria,36773,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,NA,NA
ENS00269,Cadophora malorum Cs-8-1,Endophytic Fungus,108018,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,No Rank at Level Family,Cadophora,JN585942.1,NA
ENS00270,Camporesia sambuci FT1061,Endophytic Fungus,1867855,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Camporesia,KY971273,NA
ENS00271,Cerrena sp. A593,Endophytic Fungus,1814219,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Cerrena,KU904221,NA
ENS00272,Chaetomiaceae sp. H2a,Endophytic Fungus,1227938,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,No Rank at Level Genus,JX292135,NA
ENS00273,Chaetomium brasiliense,Endophytic Fungus,1934393,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,NA,NA
ENS00274,Chaetomium fusiforme,Endophytic Fungus,5149,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,No Rank at Level Genus,NA,NA
ENS00275,Chaetomium globosporum,Endophytic Fungus,941762,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,KC109750.1,NA
ENS00276,Chaetomium globosum,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00277,Chaetomium globosum 7s-1,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00278,Chaetomium globosum CDW7,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,JN588554,NA
ENS00279,Chaetomium globosum EF18,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,GQ176272,NA
ENS00280,Chaetomium globosum IFB-E019,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00281,Chaetomium globosum isolate DSE72,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MN416318,NA
ENS00282,Chaetomium globosum Kunze,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00283,Chaetomium globosum L18,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,GU564156,NA
ENS00284,Chaetomium globosum No.04,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00285,Chaetomium globosum QEN-14,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,EU001331,NA
ENS00286,Chaetomium globosum RDNM-04,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,KP730436,NA
ENS00287,Chaetomium globosum strain CCTCC AF 206003,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,DQ854987,NA
ENS00288,Chaetomium globosum strain DJ181,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MK330606,NA
ENS00289,Chaetomium globosum TY1,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00290,Chaetomium globosum TY-2,Endophytic Fungus,38033,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00291,Chaetomium ovatoascomatis NRC,Endophytic Fungus,2598752,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NR165924
ENS00292,Chaetomium sp. 88194,Endophytic Fungus,1631639,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,KP171518,NA
ENS00293,Chaetomium sp. Eef-10,Endophytic Fungus,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MK120863,NA
ENS00294,Chaetomium sp. g1,Endophytic Fungus,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MT774551,NA
